Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
"1682.27"	"Bifidobacterium longum subsp. infantis strain IN-07"		1682	"WGS"	"IN-07"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047616"	"GCF_001686105.1"		"BCYF00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"310x"	"ABySS v. 1.3.5"			114	2749833	60.03	2520			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.7	99	100	1.4		"Good"	"2016-08-26T21:29:47.458Z"	"2016-08-26T21:29:47.458Z"
"1682.29"	"Bifidobacterium longum subsp. infantis strain IN-F29"		1682	"WGS"	"IN-F29"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047617"	"GCF_001686125.1"		"BCYG00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"90x"	"ABySS v. 1.3.5"			58	2643621	59.87	2429			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.6	99.3	100			"Good"	"2016-09-11T14:16:30.567Z"	"2016-09-11T14:16:30.567Z"
"1682.32"	"Bifidobacterium longum subsp. infantis strain 1888B"		1682	"WGS"	"1888B"								"2017-03-31T00:00:00Z"		"PRJNA379831"	"SAMN06621708"	"GCA_002076025.1"		"NAQJ00000000"									26	2579732	59.4	2395	2212		"Infant Stool"			"Italy"	"Italy"						"Human, Homo sapiens"																					99.9	99.8	100			"Good"	"2017-05-28T05:51:37.471Z"	"2017-05-28T05:51:37.471Z"
"1682.48"	"Bifidobacterium longum subsp. infantis strain NCTC11817"		1682	"Complete"	"NCTC11817"	"not available: to be reported later"					"NCTC:11817"		"2018-12-19T00:00:00Z"		"PRJEB6403"	"SAMEA44530168"	"GCA_900637215.1"		"LR134354"		"SC"					1		1	2832748	59.86346	2744	2543		"intestine"		"1900/1985"								"Human, Homo sapiens"						"host_health_state:not available: to be reported later"													"http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/"		99.7	99.5				"Good"	"2019-02-01T13:53:49.885Z"	"2019-02-01T13:53:49.885Z"
"1682.71"	"Bifidobacterium longum subsp. infantis strain TPY12-1"		1682	"WGS"	"TPY12-1"			"pathovar 20-2"			"DSM 21854"	"Yes"	"2016-11-07T00:00:00Z"	"27782805"	"PRJNA339033"	"SAMN05578879"	"GCA_001870755.1"		"MOAF00000000"		"ETH Zurich"		"Illumina HiSeq"	"67.0x"	"Abyss v. 1.9.0"			44	2640127	59.75088	2519	2262		"stool of six month old Kenyan infants and included species such as Bifidobacterium kashiwanohense, Bifidobacterium pseudolongum subsp"	"isolated from stool of six month old Kenyan infants and included species such as Bifidobacterium kashiwanohense, Bifidobacterium pseudolongum subsp"	"2011"	"Kenya"	"Kenya: Msambweni County"						"Human, Homo sapiens"																			"Here we investigated HMO utilization of bifidobacteria that were recently isolated from stool of six month old Kenyan infants and included species such as Bifidobacterium kashiwanohense, Bifidobacterium pseudolongum subsp. globosum, and Bifidobacterium longum subsp. suis that are not frequently isolated from infant stool. As we observed that beside B. longum subsp. infantis and B. bifidum, an isolate of B. longum subsp. suis and strains of B. kashiwanohense were able to grow in the presence of fucosyllactose, we further investigated metabolites formed during L-fucose and fucosyllactose utilization, and aimed to identify genes and pathways involved through genome comparison of the Kenyan isolates B. longum subsp. infantis TPY11-1, B. longum subsp. suis BSM11-5, B. kashiwanohense PV20-2 and the B. kashiwanohense type strain DSM 21854, to the well characterized type strain B. longum subsp. infantis DSM 20088.We report that the ability to utilize fucosyllactose is a trait of various bifidobacteria species. We identified strains of B. longum subsp. infantis and an isolate of B. longum subsp. suis were able to use L-fucose to form 1,2-PD. As 1,2-PD is a precursor for intestinal propionate formation, bifidobacterial L-fucose utilization might affect the intestinal SCFA balance with final impact on infant gut health. A L-fucose utilization pathway for bifidobacteria is suggested."		99.7	99.3				"Good"	"2019-07-18T03:01:19.527Z"	"2019-07-18T03:01:19.527Z"
"1682.73"	"Bifidobacterium longum subsp. infantis strain Bi-26"		1682	"WGS"	"Bi-26"								"2019-04-26T00:00:00Z"		"PRJNA503890"	"SAMN10380491"	"GCA_004919065.1"		"RJJM00000000"		"DuPont Nutrition and Health"		"Illumina MiSeq"	"50.0x"	"SPAdes v. 3.9.1"			40	2569437	59.40247	2482	2321		"infant feces"		"Aug-2012"	"USA"	"USA"						"Human, Homo sapiens"																			"Sequencing of the strain Bi-26. A human isolate sold as a commercial probiotic offering."	"sample_type:cell culture"	99.3	99.2				"Good"	"2019-07-18T03:32:35.748Z"	"2019-07-18T03:32:35.748Z"
"1683.3"	"Bifidobacterium angulatum strain LMG 11039"		1683	"WGS"	"LMG 11039"								"2014-08-18T00:00:00Z"	"25085493"	"PRJNA239835"	"SAMN02673423"	"GCA_000741065.1"		"JGYL00000000"	"-"	"University of Parma"		"Ion Torrent"	"84.5x"	"Mira v. 4.0"			6	2003806	59.4	1661	1523		"Human feces"										"Human, Homo sapiens"																			"Bifidobacterium genus sequencing"		99.6	99.3	100	1		"Good"	"2014-12-08T23:13:26.519Z"	"2015-03-16T03:17:09.594Z"
"1683.4"	"Bifidobacterium angulatum strain GT102"		1683	"WGS"	"GT102"								"2015-04-09T00:00:00Z"	"26139716"	"PRJNA278963"	"SAMN03435124"	"GCF_000966445.1"		"LAHN00000000"		"Vavilov Institute of General Genetics"		"454"	"34.0x"	"GS De Novo Assembler v. 3.0"			15	2046632	59.29	1724	1520		"feces"	"isolated (Tver State Medical Academy) in 2013 from a fecal sample of a healthy young woman inhabiting Central Russia"	"2013"	"Russia"	"Russia:Klin"						"Human, Homo sapiens"									"Positive"							"Anaerobic"	"HostAssociated"		"The objective is to obtain complete genome sequence of Bifidobacterium angulatum strain 102, originally isolated (Tver State Medical Academy) in 2013 from a fecal sample of a healthy young woman inhabiting Central Russia. The strain produces GABA. Complete genome sequence will be used to study possible psychobiotic properties of the strain."	"sample_type:whole organism"	99.6	99.6	100			"Good"	"2016-01-17T15:52:13.521Z"	"2016-01-17T15:52:13.521Z"
"1685.10"	"Bifidobacterium breve strain BR3"		1685	"Complete"	"BR3"								"2015-09-14T00:00:00Z"		"PRJNA270903"	"SAMN03271681"	"GCA_001281425.1"		"CP010413,CP010414"	"NZ_CP010413.1,NZ_CP010414.1"	"Yonsei University"		"PacBio"	"115.32x"	"SMRT pipe v. Aug 2014"	1	1	2	2426006	59.09	2182	2168				"2001-08-13"	"Korea"	"Korea"					"env_biome:infant feces"	"Human, Homo sapiens"																			"Genome sequence of Bifidobacterium breve BR3"		99.7	99.5	100			"Good"	"2016-01-17T17:06:12.091Z"	"2016-01-17T17:06:12.091Z"
"1685.11"	"Bifidobacterium breve strain GED8481"		1685	"WGS"	"GED8481"								"2016-02-02T00:00:00Z"		"PRJNA272085"	"SAMN03842221"	"GCF_001546235.1"	"SRR2088902"	"LRPP00000000"		"The Genome Institute at Washington University"		"Illumina"	"99x"	"Velvet v. 1.1.06"			29	2358436	58.61	2247	2255		"Vagina"										"Human, Homo sapiens"																			"HMP reference genome"		100	99.6	100	0.3		"Good"	"2016-03-01T04:48:19.185Z"	"2016-03-01T04:48:19.185Z"
"1685.170"	"Bifidobacterium breve strain DS15_17"		1685	"WGS"	"DS15_17"								"2018-05-06T00:00:00Z"		"PRJNA336518"	"SAMN06464121"	"GCA_003095095.1"		"QDIS00000000"		"USFDA"		"Illumina MiSeq"	"52.4x"	"SPAdes v. 3.8.2"			17	2260680	58.876667	2077	2010		"Commercial dietary supplements"		"14-Sep-2016"	"USA"	"USA:MD"						"Human, Homo sapiens"																			"Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization."	"sample_type:Single cell"	99.9	99.8	100			"Good"	"2018-05-30T16:22:27.487Z"	"2018-05-30T16:22:27.487Z"
"1685.178"	"Bifidobacterium breve strain N6D12"		1685	"WGS"	"N6D12"								"2018-08-10T00:00:00Z"	"28552417"	"PRJNA387952"	"SAMN07189843"	"GCA_003370105.1"		"NJOA00000000"		"University of Saskatchewan"		"Illumina MiSeq"	"30x"	"SOAPdenovo v. 2.04-r240"			42	2290315	58.76348	2125	2041		"vaginal fluid"		"2007"	"Kenya"	"Kenya: Nairobi"					"temperature:37"	"Human, Homo sapiens"																			"Whole genome sequencing of Bifidobacterium isolates from the human vagina."	"sample_type:cultured isolate"	99.7	98.1	99.7	6.9		"Good"	"2018-09-30T13:56:42.921Z"	"2018-09-30T13:56:42.921Z"
"1685.179"	"Bifidobacterium breve strain W20-13"		1685	"WGS"	"W20-13"								"2018-08-10T00:00:00Z"	"28552417"	"PRJNA387952"	"SAMN07189841"	"GCA_003370125.1"		"NJOC00000000"		"University of Saskatchewan"		"Illumina MiSeq"	"19x"	"SOAPdenovo v. 2.04-r240"			65	2295149	58.61651	2173	2060		"vaginal fluid"		"2005"	"Canada"	"Canada: Winnipeg"					"temperature:37"	"Human, Homo sapiens"																			"Whole genome sequencing of Bifidobacterium isolates from the human vagina."	"sample_type:cultured isolate"	99.8	97.8	99.7	6		"Good"	"2018-09-30T13:56:46.897Z"	"2018-09-30T13:56:46.897Z"
"1685.181"	"Bifidobacterium breve strain 322-1"		1685	"WGS"	"322-1"								"2018-08-10T00:00:00Z"	"28552417"	"PRJNA387952"	"SAMN07189839"	"GCA_003370175.1"		"NJOE00000000"		"University of Saskatchewan"		"Illumina MiSeq"	"29x"	"SOAPdenovo v. 2.04-r240"			103	2236836	58.74957	2109	1976		"vaginal fluid"		"2012"	"Canada"	"Canada: Toronto"					"temperature:37"	"Human, Homo sapiens"																			"Whole genome sequencing of Bifidobacterium isolates from the human vagina."	"sample_type:cultured isolate"	99.5	98.2	98.2	3.5		"Good"	"2018-09-30T13:58:04.021Z"	"2018-09-30T13:58:04.021Z"
"1685.182"	"Bifidobacterium breve strain 30-1"		1685	"WGS"	"30-1"								"2018-08-10T00:00:00Z"	"28552417"	"PRJNA387952"	"SAMN07189837"	"GCA_003370195.1"		"NJOG00000000"		"University of Saskatchewan"		"Illumina MiSeq"	"65x"	"SOAPdenovo v. 2.04-r240"			37	2539531	59.26977	2634	2271		"vaginal fluid"		"2012"	"Canada"	"Canada: Toronto"					"temperature:37"	"Human, Homo sapiens"																			"Whole genome sequencing of Bifidobacterium isolates from the human vagina.;many frameshifted proteins"	"sample_type:cultured isolate"	98.9	96.5	98.4	5.8		"Good"	"2018-09-30T14:01:52.304Z"	"2018-09-30T14:01:52.304Z"
"1685.183"	"Bifidobacterium breve strain W56"		1685	"WGS"	"W56"								"2018-08-10T00:00:00Z"	"28552417"	"PRJNA387952"	"SAMN07189842"	"GCA_003370265.1"		"NJOB00000000"		"University of Saskatchewan"		"Illumina MiSeq"	"27x"	"SOAPdenovo v. 2.04-r240"			37	2364053	58.627655	2269	2152		"vaginal fluid"		"2005"	"Canada"	"Canada: Winnipeg"					"temperature:37"	"Human, Homo sapiens"																			"Whole genome sequencing of Bifidobacterium isolates from the human vagina."	"sample_type:cultured isolate"	99.9	97.7	100	4.2		"Good"	"2018-09-30T14:00:18.423Z"	"2018-09-30T14:00:18.423Z"
"1685.191"	"Bifidobacterium breve strain FDAARGOS_561 strain Not applicable"		1685	"Complete"	"Not applicable"						"FDA:FDAARGOS_561"		"2018-11-21T00:00:00Z"		"PRJNA231221"	"SAMN10163185"	"GCA_003813065.1"		"CP033841"		"US Food and Drug Administration"		"Pacbio; Illumina"	"29.29x"	"Canu v. 1.2"	1		1	2275646	58.887543	2060	2004				"1963"								"Human, Homo sapiens"						"host_description:Not applicable"													"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available."	"collected_by:USAMRIID"	99.5	99.1				"Good"	"2018-11-30T03:13:53.252Z"	"2018-11-30T03:13:53.252Z"
"1685.199"	"Bifidobacterium breve strain lw01"		1685	"Complete"	"lw01"								"2018-12-04T00:00:00Z"		"PRJNA507053"	"SAMN10484345"	"GCA_003860285.1"		"CP034192"		"Peking University"		"Illumina HiSeq"	"200.0x"	"SOAPdenovo v. 2.04"	1		1	2313172	58.766838	2097	2014		"infant fecal"		"10-Oct-2017"	"China"	"China"						"Human, Homo sapiens"																			"Detection of extracellular polysaccharide production by phenol-sulfuric acid method showed that this strain could produce extracellular polysaccharide. It can be used in the development of starter or probiotics."	"sample_type:mixed culture"	99.6	99.2				"Good"	"2019-01-30T09:53:32.506Z"	"2019-01-30T09:53:32.506Z"
"1685.200"	"Bifidobacterium breve strain NCTC11815"		1685	"Complete"	"NCTC11815"	"not available: to be reported later"					"NCTC:11815"		"2018-12-19T00:00:00Z"		"PRJEB6403"	"SAMEA4076721"	"GCA_900637145.1"		"LR134348"		"SC"					1		1	2275664	58.887516	2008	1924		"intestine"		"1900/1985"								"Human, Homo sapiens"						"host_health_state:not available: to be reported later"													"http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/"		99.4	99.1				"Good"	"2019-02-01T13:49:24.983Z"	"2019-02-01T13:49:24.983Z"
"1685.33"	"Bifidobacterium breve strain BR-A29"		1685	"WGS"	"BR-A29"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047604"	"GCF_001685865.1"		"BCXT00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"90x"	"ABySS v. 1.3.5"			62	2387635	58.76	2096			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.9	99.5	100	0.4		"Good"	"2016-08-26T20:59:53.869Z"	"2016-08-26T20:59:53.869Z"
"1685.38"	"Bifidobacterium breve strain BR-06"		1685	"WGS"	"BR-06"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047596"	"GCF_001685705.1"		"BCXL00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"100x"	"ABySS v. 1.3.5"			101	2660803	59.17	2389			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.7	98.7	100	5.1		"Good"	"2016-09-11T13:38:41.692Z"	"2016-09-11T13:38:41.692Z"
"1685.39"	"Bifidobacterium breve strain BR-07"		1685	"WGS"	"BR-07"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047597"	"GCF_001685725.1"		"BCXM00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"70x"	"ABySS v. 1.3.5"			27	2249483	58.73	1964			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.9	99.6	100			"Good"	"2016-09-11T13:30:30.134Z"	"2016-09-11T13:30:30.134Z"
"1685.40"	"Bifidobacterium breve strain BR-10"		1685	"WGS"	"BR-10"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047598"	"GCF_001685745.1"		"BCXN00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"60x"	"ABySS v. 1.3.5"			60	2349925	58.78	2079			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.9	99.5	100	0.8		"Good"	"2016-09-11T13:38:25.675Z"	"2016-09-11T13:38:25.675Z"
"1685.41"	"Bifidobacterium breve strain BR-14"		1685	"WGS"	"BR-14"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047599"	"GCF_001685765.1"		"BCXO00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"70x"	"ABySS v. 1.3.5"			57	2529872	59.18	2343			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.9	99.3	100			"Good"	"2016-09-11T13:38:04.152Z"	"2016-09-11T13:38:04.152Z"
"1685.42"	"Bifidobacterium breve strain BR-15"		1685	"WGS"	"BR-15"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047600"	"GCF_001685785.1"		"BCXP00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"80x"	"ABySS v. 1.3.5"			27	2373802	58.68	2075			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.9	99.6	100			"Good"	"2016-09-11T13:36:07.986Z"	"2016-09-11T13:36:07.986Z"
"1685.43"	"Bifidobacterium breve strain BR-19"		1685	"WGS"	"BR-19"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047601"	"GCF_001685805.1"		"BCXQ00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"100x"	"ABySS v. 1.3.5"			15	2324995	58.62	2009			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.9	99.5	100	0.3		"Good"	"2016-09-11T13:30:31.425Z"	"2016-09-11T13:30:31.425Z"
"1685.44"	"Bifidobacterium breve strain BR-20"		1685	"WGS"	"BR-20"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047602"	"GCF_001685825.1"		"BCXR00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"100x"	"ABySS v. 1.3.5"			52	2335471	58.77	2031			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.8	99.5	100	0.3		"Good"	"2016-09-11T13:37:53.473Z"	"2016-09-11T13:37:53.473Z"
"1685.45"	"Bifidobacterium breve strain BR-21"		1685	"WGS"	"BR-21"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047603"	"GCF_001685845.1"		"BCXS00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"170x"	"ABySS v. 1.3.5"			66	2614621	59.16	2396			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.8	99.6	100			"Good"	"2016-09-11T13:43:38.363Z"	"2016-09-11T13:43:38.363Z"
"1685.46"	"Bifidobacterium breve strain BR-C29"		1685	"WGS"	"BR-C29"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047605"	"GCF_001685885.1"		"BCXU00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"100x"	"ABySS v. 1.3.5"			41	2287657	58.86	2020			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.7	99.5	100	0.3		"Good"	"2016-09-11T13:44:09.329Z"	"2016-09-11T13:44:09.329Z"
"1685.47"	"Bifidobacterium breve strain BR-H29"		1685	"WGS"	"BR-H29"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047606"	"GCF_001685905.1"		"BCXV00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"90x"	"ABySS v. 1.3.5"			39	2470837	59.25	2205			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.8	99.7	100			"Good"	"2016-09-11T13:47:21.856Z"	"2016-09-11T13:47:21.856Z"
